Date	Time	Temp.(degC)	Pressure(Torr)
2018-08-03	21:29:01	41.599998	0.001977
2018-08-03	21:30:01	41.400002	0.001955
2018-08-03	21:31:01	41.099998	0.001977
2018-08-03	21:32:01	40.900002	0.001977
2018-08-03	21:33:01	40.599998	0.001955
2018-08-03	21:34:01	40.400002	0.001933
2018-08-03	21:35:01	40.099998	0.001890
2018-08-03	21:36:01	39.900002	0.001933
2018-08-03	21:37:01	39.700001	0.001912
2018-08-03	21:38:02	39.500000	0.001890
2018-08-03	21:39:01	39.299999	0.001890
2018-08-03	21:40:01	39.099998	0.001869
2018-08-03	21:41:02	38.799999	0.001869
2018-08-03	21:42:01	38.599998	0.001848
2018-08-03	21:43:01	38.400002	0.001869
2018-08-03	21:44:02	38.200001	0.001890
2018-08-03	21:45:01	37.900002	0.001869
2018-08-03	21:46:01	37.799999	0.001848
2018-08-03	21:47:02	37.599998	0.001848
2018-08-03	21:48:01	37.400002	0.001848
2018-08-03	21:49:01	37.200001	0.001848
2018-08-03	21:50:02	37.000000	0.001828
2018-08-03	21:51:01	36.799999	0.001828
2018-08-03	21:52:01	36.700001	0.001828
2018-08-03	21:53:02	36.500000	0.001828
2018-08-03	21:54:01	36.299999	0.001787
2018-08-03	21:55:01	36.200001	0.001807
2018-08-03	21:56:01	36.000000	0.001787
2018-08-03	21:57:01	35.799999	0.001787
2018-08-03	21:58:01	35.700001	0.001767
2018-08-03	21:59:01	35.500000	0.001807
2018-08-03	22:00:01	35.299999	0.001767
2018-08-03	22:01:01	35.200001	0.001767
2018-08-03	22:02:01	35.000000	0.001767
2018-08-03	22:03:01	34.799999	0.001787
2018-08-03	22:04:01	34.700001	0.001767
2018-08-03	22:05:01	34.500000	0.001747
2018-08-03	22:06:01	34.400002	0.001767
2018-08-03	22:07:01	34.200001	0.001767
2018-08-03	22:08:01	34.099998	0.001747
2018-08-03	22:09:01	34.000000	0.001767
2018-08-03	22:10:01	33.799999	0.001747
2018-08-03	22:11:01	33.700001	0.001709
2018-08-03	22:12:01	33.500000	0.001747
2018-08-03	22:13:01	33.400002	0.001709
2018-08-03	22:14:01	33.299999	0.001671
2018-08-03	22:15:01	33.200001	0.001671
2018-08-03	22:16:01	33.000000	0.001689
2018-08-03	22:17:01	32.900002	0.001652
2018-08-03	22:18:01	32.799999	0.001671
2018-08-03	22:19:01	32.700001	0.001671
2018-08-03	22:20:01	32.599998	0.001652
2018-08-03	22:21:01	32.500000	0.001652
2018-08-03	22:22:01	32.299999	0.001634
2018-08-03	22:23:01	32.200001	0.001652
2018-08-03	22:24:01	32.099998	0.001671
2018-08-03	22:25:01	32.000000	0.001652
2018-08-03	22:26:01	31.900000	0.001671
2018-08-03	22:27:01	31.799999	0.001634
2018-08-03	22:28:01	31.700001	0.001652
2018-08-03	22:29:01	31.600000	0.001652
2018-08-03	22:30:02	31.500000	0.001634
2018-08-03	22:31:01	31.400000	0.001615
2018-08-03	22:32:01	31.299999	0.001634
2018-08-03	22:33:02	31.200001	0.001634
2018-08-03	22:34:01	31.100000	0.001634
2018-08-03	22:35:01	31.000000	0.001634
2018-08-03	22:36:02	31.000000	0.001634
2018-08-03	22:37:01	30.900000	0.001634
2018-08-03	22:38:01	30.799999	0.001597
2018-08-03	22:39:02	30.700001	0.001634
2018-08-03	22:40:01	30.600000	0.001634
2018-08-03	22:41:01	30.500000	0.001597
2018-08-03	22:42:02	30.400000	0.001634
2018-08-03	22:43:01	30.400000	0.001615
2018-08-03	22:44:01	30.299999	0.001634
2018-08-03	22:45:02	30.200001	0.001615
2018-08-03	22:46:01	30.100000	0.001579
2018-08-03	22:47:01	30.100000	0.001597
2018-08-03	22:48:01	30.000000	0.001615
2018-08-03	22:49:01	29.900000	0.001615
2018-08-03	22:50:01	29.900000	0.001634
2018-08-03	22:51:01	29.799999	0.001597
2018-08-03	22:52:01	29.700001	0.001597
2018-08-03	22:53:01	29.700001	0.001615
2018-08-03	22:54:01	29.600000	0.001597
2018-08-03	22:55:01	29.500000	0.001615
2018-08-03	22:56:01	29.299999	0.001634
2018-08-03	22:57:01	29.299999	0.001579
2018-08-03	22:58:01	29.200001	0.001597
2018-08-03	22:59:01	29.200001	0.001634
2018-08-03	23:00:01	29.100000	0.001615
2018-08-03	23:01:01	29.000000	0.001579
2018-08-03	23:02:01	29.000000	0.001597
2018-08-03	23:03:01	28.900000	0.001634
2018-08-03	23:04:01	28.799999	0.001562
2018-08-03	23:05:01	28.799999	0.001579
2018-08-03	23:06:01	28.700001	0.001579
2018-08-03	23:07:01	28.700001	0.001579
2018-08-03	23:08:01	28.700001	0.001579
2018-08-03	23:09:01	28.600000	0.001615
2018-08-03	23:10:01	28.500000	0.001562
2018-08-03	23:11:01	28.500000	0.001579
2018-08-03	23:12:01	28.400000	0.001579
2018-08-03	23:13:02	28.400000	0.001579
2018-08-03	23:14:01	28.299999	0.001579
2018-08-03	23:15:01	28.299999	0.001615
2018-08-03	23:16:02	28.200001	0.001597
2018-08-03	23:17:01	28.200001	0.001597
2018-08-03	23:18:01	28.100000	0.001579
2018-08-03	23:19:02	28.100000	0.001579
2018-08-03	23:20:01	28.000000	0.001615
2018-08-03	23:21:01	28.000000	0.001579
2018-08-03	23:22:02	27.900000	0.001597
2018-08-03	23:23:01	27.900000	0.001562
2018-08-03	23:24:01	27.799999	0.001615
2018-08-03	23:25:02	27.799999	0.001544
2018-08-03	23:26:01	27.700001	0.001615
2018-08-03	23:27:01	27.700001	0.001615
2018-08-03	23:28:02	27.700001	0.001615
2018-08-03	23:29:01	27.600000	0.001579
2018-08-03	23:30:01	27.600000	0.001579
2018-08-03	23:31:01	27.500000	0.001597
2018-08-03	23:32:01	27.500000	0.001615
2018-08-03	23:33:01	27.500000	0.001579
2018-08-03	23:34:01	27.500000	0.001597
2018-08-03	23:35:01	27.299999	0.001579
2018-08-03	23:36:01	27.299999	0.001615
2018-08-03	23:37:01	27.299999	0.001597
2018-08-03	23:38:01	27.200001	0.001615
2018-08-03	23:39:01	27.200001	0.001579
2018-08-03	23:40:01	27.200001	0.001615
2018-08-03	23:41:01	27.100000	0.001579
2018-08-03	23:42:01	27.100000	0.001579
2018-08-03	23:43:01	27.000000	0.001579
2018-08-03	23:44:01	27.000000	0.001615
2018-08-03	23:45:01	27.000000	0.001544
2018-08-03	23:46:01	26.900000	0.001597
2018-08-03	23:47:01	26.900000	0.001579
2018-08-03	23:48:01	26.900000	0.001615
2018-08-03	23:49:01	26.799999	0.001579
2018-08-03	23:50:01	26.799999	0.001579
2018-08-03	23:51:01	26.799999	0.001615
2018-08-03	23:52:01	26.700001	0.001579
2018-08-03	23:53:01	26.700001	0.001579
2018-08-03	23:54:01	26.700001	0.001615
2018-08-03	23:55:01	26.700001	0.001615
2018-08-03	23:56:01	26.600000	0.001579
2018-08-03	23:57:01	26.600000	0.001597
2018-08-03	23:58:01	26.600000	0.001597
2018-08-03	23:59:01	26.500000	0.001615
2018-08-04	00:00:01	26.500000	0.001615
2018-08-04	00:01:01	26.500000	0.001579
2018-08-04	00:02:02	26.400000	0.001634
2018-08-04	00:03:01	26.299999	0.001615
2018-08-04	00:04:01	26.299999	0.001579
2018-08-04	00:05:02	26.299999	0.001579
2018-08-04	00:06:01	26.299999	0.001579
2018-08-04	00:07:01	26.299999	0.001597
2018-08-04	00:08:02	26.299999	0.001597
2018-08-04	00:09:01	26.200001	0.001615
2018-08-04	00:10:01	26.200001	0.001634
2018-08-04	00:11:02	26.200001	0.001579
2018-08-04	00:12:01	26.200001	0.001597
2018-08-04	00:13:01	26.100000	0.001615
2018-08-04	00:14:02	26.100000	0.001597
2018-08-04	00:15:01	26.100000	0.001634
2018-08-04	00:16:01	26.100000	0.001634
2018-08-04	00:17:02	26.000000	0.001615
2018-08-04	00:18:01	26.000000	0.001634
2018-08-04	00:19:01	26.000000	0.001615
2018-08-04	00:20:01	26.000000	0.001615
2018-08-04	00:21:01	26.000000	0.001597
2018-08-04	00:22:01	25.900000	0.001597
2018-08-04	00:23:01	25.900000	0.001615
2018-08-04	00:24:01	25.900000	0.001634
2018-08-04	00:25:01	25.900000	0.001634
2018-08-04	00:26:01	25.799999	0.001634
2018-08-04	00:27:01	25.799999	0.001615
2018-08-04	00:28:01	25.799999	0.001634
2018-08-04	00:29:01	25.799999	0.001615
2018-08-04	00:30:01	25.799999	0.001634
2018-08-04	00:31:01	25.700001	0.001671
2018-08-04	00:32:01	25.700001	0.001634
2018-08-04	00:33:01	25.700001	0.001652
2018-08-04	00:34:01	25.700001	0.001652
2018-08-04	00:35:01	25.700001	0.001634
2018-08-04	00:36:01	25.700001	0.001597
2018-08-04	00:37:01	25.700001	0.001652
2018-08-04	00:38:01	25.600000	0.001634
2018-08-04	00:39:01	25.600000	0.001652
2018-08-04	00:40:01	25.600000	0.001634
2018-08-04	00:41:01	25.600000	0.001634
2018-08-04	00:42:01	25.600000	0.001634
2018-08-04	00:43:01	25.500000	0.001652
2018-08-04	00:44:01	25.500000	0.001652
2018-08-04	00:45:01	25.500000	0.001634
2018-08-04	00:46:01	25.500000	0.001634
2018-08-04	00:47:01	25.400000	0.001652
2018-08-04	00:48:02	25.400000	0.001652
2018-08-04	00:49:01	25.400000	0.001652
2018-08-04	00:50:01	25.400000	0.001634
2018-08-04	00:51:02	25.400000	0.001652
2018-08-04	00:52:01	25.400000	0.001671
2018-08-04	00:53:01	25.400000	0.001634
2018-08-04	00:54:02	25.299999	0.001652
2018-08-04	00:55:01	25.299999	0.001689
2018-08-04	00:56:01	25.299999	0.001689
2018-08-04	00:57:02	25.299999	0.001689
2018-08-04	00:58:01	25.299999	0.001689
2018-08-04	00:59:01	25.299999	0.001689
2018-08-04	01:00:02	25.299999	0.001671
2018-08-04	01:01:01	25.200001	0.001689
2018-08-04	01:02:01	25.200001	0.001689
2018-08-04	01:03:02	25.200001	0.001689
2018-08-04	01:04:01	25.200001	0.001652
2018-08-04	01:05:01	25.200001	0.001709
2018-08-04	01:06:01	25.200001	0.001652
2018-08-04	01:07:01	25.200001	0.001689
2018-08-04	01:08:01	25.100000	0.001689
2018-08-04	01:09:01	25.100000	0.001689
2018-08-04	01:10:01	25.100000	0.001689
2018-08-04	01:11:01	25.100000	0.001709
2018-08-04	01:12:01	25.100000	0.001728
2018-08-04	01:13:01	25.100000	0.001728
2018-08-04	01:14:01	25.100000	0.001728
2018-08-04	01:15:01	25.100000	0.001709
2018-08-04	01:16:01	25.100000	0.001689
2018-08-04	01:17:01	25.100000	0.001709
2018-08-04	01:18:01	25.100000	0.001709
2018-08-04	01:19:01	25.100000	0.001689
2018-08-04	01:20:01	25.100000	0.001689
2018-08-04	01:21:01	25.100000	0.001747
2018-08-04	01:22:01	25.000000	0.001689
2018-08-04	01:23:01	25.000000	0.001728
2018-08-04	01:24:01	25.000000	0.001728
2018-08-04	01:25:01	25.000000	0.001728
2018-08-04	01:26:01	25.000000	0.001709
2018-08-04	01:27:01	25.000000	0.001747
2018-08-04	01:28:01	25.000000	0.001747
2018-08-04	01:29:01	24.900000	0.001728
2018-08-04	01:30:01	24.900000	0.001709
2018-08-04	01:31:01	24.900000	0.001767
2018-08-04	01:32:01	24.900000	0.001709
2018-08-04	01:33:01	24.900000	0.001728
2018-08-04	01:34:01	24.900000	0.001709
2018-08-04	01:35:01	24.900000	0.001747
2018-08-04	01:36:01	24.900000	0.001747
2018-08-04	01:37:02	24.900000	0.001767
2018-08-04	01:38:01	24.799999	0.001747
2018-08-04	01:39:01	24.799999	0.001767
2018-08-04	01:40:02	24.799999	0.001747
2018-08-04	01:41:01	24.799999	0.001767
2018-08-04	01:42:01	24.799999	0.001728
2018-08-04	01:43:02	24.799999	0.001807
2018-08-04	01:44:01	24.799999	0.001747
2018-08-04	01:45:01	24.799999	0.001767
2018-08-04	01:46:02	24.799999	0.001787
2018-08-04	01:47:01	24.799999	0.001747
2018-08-04	01:48:01	24.799999	0.001767
2018-08-04	01:49:02	24.799999	0.001747
2018-08-04	01:50:01	24.799999	0.001787
2018-08-04	01:51:01	24.799999	0.001807
2018-08-04	01:52:02	24.799999	0.001787
2018-08-04	01:53:01	24.799999	0.001787
2018-08-04	01:54:01	24.799999	0.001807
2018-08-04	01:55:02	24.799999	0.001787
2018-08-04	01:56:01	24.799999	0.001767
2018-08-04	01:57:01	24.799999	0.001767
2018-08-04	01:58:01	24.799999	0.001807
2018-08-04	01:59:01	24.700001	0.001807
2018-08-04	02:00:01	24.700001	0.001787
2018-08-04	02:01:01	24.700001	0.001767
2018-08-04	02:02:01	24.700001	0.001767
2018-08-04	02:03:01	24.700001	0.001787
2018-08-04	02:04:01	24.700001	0.001828
2018-08-04	02:05:01	24.700001	0.001828
2018-08-04	02:06:01	24.700001	0.001807
2018-08-04	02:07:01	24.700001	0.001807
2018-08-04	02:08:01	24.700001	0.001828
2018-08-04	02:09:01	24.700001	0.001787
2018-08-04	02:10:01	24.700001	0.001828
2018-08-04	02:11:01	24.700001	0.001848
2018-08-04	02:12:01	24.700001	0.001848
2018-08-04	02:13:01	24.700001	0.001828
2018-08-04	02:14:01	24.700001	0.001828
2018-08-04	02:15:01	24.700001	0.001828
2018-08-04	02:16:01	24.700001	0.001828
2018-08-04	02:17:01	24.500000	0.001848
2018-08-04	02:18:01	24.500000	0.001828
2018-08-04	02:19:01	24.500000	0.001828
2018-08-04	02:20:01	24.500000	0.001828
2018-08-04	02:21:01	24.500000	0.001828
2018-08-04	02:22:01	24.500000	0.001848
2018-08-04	02:23:01	24.500000	0.001828
2018-08-04	02:24:01	24.500000	0.001869
2018-08-04	02:25:01	24.500000	0.001848
2018-08-04	02:26:01	24.500000	0.001869
2018-08-04	02:27:01	24.500000	0.001848
2018-08-04	02:28:01	24.500000	0.001848
2018-08-04	02:29:02	24.500000	0.001848
2018-08-04	02:30:01	24.500000	0.001869
2018-08-04	02:31:01	24.500000	0.001912
2018-08-04	02:32:02	24.500000	0.001869
2018-08-04	02:33:01	24.500000	0.001890
2018-08-04	02:34:01	24.500000	0.001912
2018-08-04	02:35:02	24.500000	0.001869
2018-08-04	02:36:01	24.400000	0.001890
2018-08-04	02:37:01	24.400000	0.001869
2018-08-04	02:38:02	24.400000	0.001890
2018-08-04	02:39:01	24.400000	0.001890
2018-08-04	02:40:01	24.400000	0.001890
2018-08-04	02:41:01	24.400000	0.001869
2018-08-04	02:42:01	24.400000	0.001890
2018-08-04	02:43:01	24.400000	0.001890
2018-08-04	02:44:01	24.400000	0.001890
2018-08-04	02:45:01	24.400000	0.001912
2018-08-04	02:46:01	24.400000	0.001890
2018-08-04	02:47:01	24.400000	0.001912
2018-08-04	02:48:01	24.400000	0.001933
2018-08-04	02:49:01	24.400000	0.001890
2018-08-04	02:50:01	24.400000	0.001912
2018-08-04	02:51:01	24.400000	0.001933
2018-08-04	02:52:01	24.400000	0.001955
2018-08-04	02:53:01	24.400000	0.001955
2018-08-04	02:54:01	24.400000	0.001955
2018-08-04	02:55:01	24.400000	0.001933
2018-08-04	02:56:01	24.400000	0.001955
2018-08-04	02:57:01	24.400000	0.001955
2018-08-04	02:58:01	24.400000	0.001977
2018-08-04	02:59:01	24.400000	0.001933
2018-08-04	03:00:01	24.400000	0.001977
2018-08-04	03:01:01	24.400000	0.001933
2018-08-04	03:02:01	24.400000	0.001977
2018-08-04	03:03:01	24.400000	0.001955
2018-08-04	03:04:01	24.400000	0.001977
2018-08-04	03:05:01	24.400000	0.001955
2018-08-04	03:06:01	24.400000	0.001955
2018-08-04	03:07:01	24.299999	0.001955
2018-08-04	03:08:01	24.299999	0.001955
2018-08-04	03:09:01	24.299999	0.001977
2018-08-04	03:10:01	24.299999	0.001999
2018-08-04	03:11:01	24.299999	0.001999
2018-08-04	03:12:02	24.299999	0.001999
2018-08-04	03:13:01	24.299999	0.001977
2018-08-04	03:14:01	24.299999	0.001999
2018-08-04	03:15:02	24.299999	0.001977
2018-08-04	03:16:01	24.299999	0.001999
2018-08-04	03:17:01	24.299999	0.002045
2018-08-04	03:18:02	24.299999	0.002022
2018-08-04	03:19:01	24.299999	0.002022
2018-08-04	03:20:01	24.299999	0.002022
2018-08-04	03:21:02	24.299999	0.002045
2018-08-04	03:22:01	24.299999	0.002045
2018-08-04	03:23:01	24.299999	0.002045
2018-08-04	03:24:02	24.299999	0.002068
2018-08-04	03:25:01	24.299999	0.002022
2018-08-04	03:26:01	24.299999	0.002068
2018-08-04	03:27:02	24.299999	0.002068
2018-08-04	03:28:01	24.299999	0.002045
2018-08-04	03:29:01	24.299999	0.002068
2018-08-04	03:30:01	24.299999	0.002068
2018-08-04	03:31:01	24.299999	0.002045
2018-08-04	03:32:01	24.299999	0.002045
2018-08-04	03:33:01	24.299999	0.002068
2018-08-04	03:34:01	24.299999	0.002068
2018-08-04	03:35:01	24.200001	0.002091
2018-08-04	03:36:01	24.200001	0.002115
2018-08-04	03:37:01	24.200001	0.002068
2018-08-04	03:38:01	24.200001	0.002091
2018-08-04	03:39:01	24.200001	0.002115
2018-08-04	03:40:01	24.200001	0.002115
2018-08-04	03:41:01	24.200001	0.002115
2018-08-04	03:42:01	24.200001	0.002091
2018-08-04	03:43:01	24.200001	0.002091
2018-08-04	03:44:01	24.200001	0.002139
2018-08-04	03:45:01	24.200001	0.002115
2018-08-04	03:46:01	24.200001	0.002139
2018-08-04	03:47:01	24.200001	0.002139
2018-08-04	03:48:01	24.200001	0.002139
2018-08-04	03:49:01	24.200001	0.002163
2018-08-04	03:50:01	24.200001	0.002139
2018-08-04	03:51:01	24.200001	0.002139
2018-08-04	03:52:01	24.200001	0.002163
2018-08-04	03:53:01	24.200001	0.002115
2018-08-04	03:54:01	24.200001	0.002163
2018-08-04	03:55:01	24.200001	0.002187
2018-08-04	03:56:01	24.200001	0.002212
2018-08-04	03:57:01	24.200001	0.002163
2018-08-04	03:58:02	24.200001	0.002163
2018-08-04	03:59:01	24.200001	0.002212
2018-08-04	04:00:01	24.200001	0.002163
2018-08-04	04:01:02	24.200001	0.002163
2018-08-04	04:02:01	24.200001	0.002212
2018-08-04	04:03:01	24.200001	0.002163
2018-08-04	04:04:02	24.200001	0.002163
2018-08-04	04:05:01	24.200001	0.002237
2018-08-04	04:06:01	24.200001	0.002212
2018-08-04	04:07:02	24.200001	0.002212
2018-08-04	04:08:01	24.200001	0.002187
2018-08-04	04:09:01	24.200001	0.002237
2018-08-04	04:10:01	24.200001	0.002212
2018-08-04	04:11:01	24.200001	0.002237
2018-08-04	04:12:01	24.200001	0.002237
2018-08-04	04:13:01	24.200001	0.002262
2018-08-04	04:14:01	24.200001	0.002262
2018-08-04	04:15:01	24.200001	0.002262
2018-08-04	04:16:01	24.200001	0.002237
2018-08-04	04:17:01	24.200001	0.002262
2018-08-04	04:18:01	24.200001	0.002262
2018-08-04	04:19:01	24.200001	0.002262
2018-08-04	04:20:01	24.200001	0.002313
2018-08-04	04:21:01	24.200001	0.002313
2018-08-04	04:22:01	24.200001	0.002262
2018-08-04	04:23:01	24.200001	0.002313
2018-08-04	04:24:01	24.200001	0.002288
2018-08-04	04:25:01	24.200001	0.002313
2018-08-04	04:26:01	24.200001	0.002313
2018-08-04	04:27:01	24.200001	0.002288
2018-08-04	04:28:01	24.200001	0.002288
2018-08-04	04:29:01	24.200001	0.002313
2018-08-04	04:30:01	24.200001	0.002340
2018-08-04	04:31:01	24.200001	0.002340
2018-08-04	04:32:01	24.200001	0.002288
2018-08-04	04:33:01	24.200001	0.002313
2018-08-04	04:34:01	24.200001	0.002313
2018-08-04	04:35:01	24.200001	0.002366
2018-08-04	04:36:01	24.200001	0.002288
2018-08-04	04:37:01	24.100000	0.002340
2018-08-04	04:38:01	24.100000	0.002366
2018-08-04	04:39:01	24.100000	0.002366
2018-08-04	04:40:01	24.100000	0.002313
2018-08-04	04:41:02	24.100000	0.002340
2018-08-04	04:42:01	24.100000	0.002340
2018-08-04	04:43:01	24.100000	0.002366
2018-08-04	04:44:02	24.100000	0.002313
2018-08-04	04:45:01	24.200001	0.002366
2018-08-04	04:46:01	24.200001	0.002393
2018-08-04	04:47:02	24.200001	0.002393
2018-08-04	04:48:01	24.200001	0.002366
2018-08-04	04:49:01	24.200001	0.002366
2018-08-04	04:50:02	24.200001	0.002366
2018-08-04	04:51:01	24.200001	0.002393
2018-08-04	04:52:01	24.200001	0.002366
2018-08-04	04:53:02	24.200001	0.002447
2018-08-04	04:54:01	24.200001	0.002447
2018-08-04	04:55:01	24.100000	0.002393
2018-08-04	04:56:02	24.100000	0.002447
2018-08-04	04:57:01	24.100000	0.002447
2018-08-04	04:58:01	24.100000	0.002447
2018-08-04	04:59:01	24.100000	0.002393
2018-08-04	05:00:01	24.100000	0.002447
2018-08-04	05:01:01	24.100000	0.002420
2018-08-04	05:02:01	24.100000	0.002475
2018-08-04	05:03:01	24.100000	0.002447
2018-08-04	05:04:01	24.100000	0.002447
2018-08-04	05:05:01	24.100000	0.002475
2018-08-04	05:06:01	24.100000	0.002447
2018-08-04	05:07:01	24.100000	0.002447
2018-08-04	05:08:01	24.100000	0.002447
2018-08-04	05:09:01	24.100000	0.002447
2018-08-04	05:10:01	24.100000	0.002475
2018-08-04	05:11:01	24.100000	0.002503
2018-08-04	05:12:01	24.100000	0.002475
2018-08-04	05:13:01	24.100000	0.002503
2018-08-04	05:14:01	24.100000	0.002531
2018-08-04	05:15:01	24.100000	0.002503
2018-08-04	05:16:01	24.100000	0.002475
2018-08-04	05:17:01	24.100000	0.002475
2018-08-04	05:18:01	24.100000	0.002531
2018-08-04	05:19:01	24.100000	0.002531
2018-08-04	05:20:01	24.100000	0.002503
2018-08-04	05:21:01	24.100000	0.002503
2018-08-04	05:22:01	24.100000	0.002531
2018-08-04	05:23:01	24.100000	0.002559
2018-08-04	05:24:01	24.100000	0.002531
2018-08-04	05:25:01	24.100000	0.002588
2018-08-04	05:26:01	24.100000	0.002531
2018-08-04	05:27:01	24.100000	0.002588
2018-08-04	05:28:01	24.100000	0.002531
2018-08-04	05:29:01	24.100000	0.002559
2018-08-04	05:30:02	24.100000	0.002588
2018-08-04	05:31:01	24.100000	0.002559
2018-08-04	05:32:01	24.100000	0.002588
2018-08-04	05:33:02	24.100000	0.002559
2018-08-04	05:34:01	24.100000	0.002559
2018-08-04	05:35:01	24.100000	0.002617
2018-08-04	05:36:02	24.100000	0.002588
2018-08-04	05:37:01	24.100000	0.002617
2018-08-04	05:38:01	24.100000	0.002617
2018-08-04	05:39:02	24.100000	0.002588
2018-08-04	05:40:01	24.100000	0.002588
2018-08-04	05:41:01	24.100000	0.002588
2018-08-04	05:42:02	24.100000	0.002617
2018-08-04	05:43:01	24.100000	0.002617
2018-08-04	05:44:01	24.100000	0.002617
2018-08-04	05:45:02	24.100000	0.002647
2018-08-04	05:46:01	24.100000	0.002677
2018-08-04	05:47:01	24.100000	0.002677
2018-08-04	05:48:01	24.100000	0.002677
2018-08-04	05:49:01	24.100000	0.002677
2018-08-04	05:50:01	24.100000	0.002677
2018-08-04	05:51:01	24.100000	0.002738
2018-08-04	05:52:01	24.100000	0.002707
2018-08-04	05:53:01	24.100000	0.002707
2018-08-04	05:54:01	24.100000	0.002738
2018-08-04	05:55:01	24.100000	0.002738
2018-08-04	05:56:01	24.100000	0.002707
2018-08-04	05:57:01	24.100000	0.002707
2018-08-04	05:58:01	24.100000	0.002738
2018-08-04	05:59:01	24.100000	0.002738
2018-08-04	06:00:01	24.100000	0.002738
2018-08-04	06:01:01	24.100000	0.002738
2018-08-04	06:02:01	24.100000	0.002769
2018-08-04	06:03:01	24.100000	0.002769
2018-08-04	06:04:01	24.100000	0.002769
2018-08-04	06:05:01	24.100000	0.002769
2018-08-04	06:06:01	24.100000	0.002800
2018-08-04	06:07:01	24.100000	0.002800
2018-08-04	06:08:01	24.100000	0.002769
2018-08-04	06:09:01	24.100000	0.002800
2018-08-04	06:10:01	24.100000	0.002800
2018-08-04	06:11:01	24.100000	0.002831
2018-08-04	06:12:01	24.100000	0.002800
2018-08-04	06:13:01	24.100000	0.002831
2018-08-04	06:14:01	24.100000	0.002863
2018-08-04	06:15:01	24.100000	0.002831
2018-08-04	06:16:01	24.100000	0.002831
2018-08-04	06:17:01	24.100000	0.002863
2018-08-04	06:18:01	24.100000	0.002863
2018-08-04	06:19:01	24.100000	0.002863
2018-08-04	06:20:01	24.100000	0.002863
2018-08-04	06:21:01	24.100000	0.002896
2018-08-04	06:22:02	24.100000	0.002896
2018-08-04	06:23:01	24.100000	0.002896
2018-08-04	06:24:01	24.100000	0.002928
2018-08-04	06:25:02	24.100000	0.002928
2018-08-04	06:26:01	24.100000	0.002896
2018-08-04	06:27:01	24.100000	0.002928
2018-08-04	06:28:01	24.100000	0.002928
2018-08-04	06:29:01	24.100000	0.002961
2018-08-04	06:30:01	24.100000	0.002995
2018-08-04	06:31:01	24.100000	0.002928
2018-08-04	06:32:01	24.100000	0.002961
2018-08-04	06:33:01	24.100000	0.002961
2018-08-04	06:34:01	24.100000	0.002995
2018-08-04	06:35:01	24.100000	0.003029
2018-08-04	06:36:02	24.100000	0.002995
2018-08-04	06:37:01	24.100000	0.002995
2018-08-04	06:38:01	24.100000	0.003029
2018-08-04	06:39:02	24.100000	0.003029
2018-08-04	06:40:01	24.100000	0.003029
2018-08-04	06:41:01	24.100000	0.003063
2018-08-04	06:42:02	24.100000	0.003063
2018-08-04	06:43:01	24.100000	0.003097
2018-08-04	06:44:01	24.100000	0.003063
